Adult Occupant,Child Occupant,Vulnerable Road Users,Safety Assist,Tested Model,Body Type,Year Of Publication,Kerb Weight,VIN From Which Rating Applies,Class,Front Airbag-Driver,Belt Pretensioner-Driver,Belt Loadlimiter-Driver,Knee Airbag-Driver,Side Head Airbag-Driver,Side Chest Airbag-Driver,Side Pelvis Airbag-Driver,Rate
continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete,discrete,discrete,continuous,continuous,0 1,continuous,continuous
,,,,,,,,,,,,,,,,,class
89.0,86.0,75.0,75.0,24.0,11.0,2018.0,2185.0,7.0,4.0,0,0,0,0.0,0.0,0,0.0,5.0
45.0,16.0,47.0,7.0,50.0,14.0,2018.0,940.0,202.0,12.0,0,0,0,1.0,0.0,1,2.0,0.0
94.0,88.0,67.0,76.0,85.0,11.0,2018.0,1950.0,227.0,4.0,0,0,0,1.0,0.0,0,0.0,5.0
91.0,81.0,73.0,81.0,89.0,14.0,2018.0,2180.0,145.0,1.0,0,0,0,1.0,0.0,0,2.0,5.0
50.0,69.0,49.0,32.0,99.0,17.0,2018.0,2089.0,263.0,4.0,0,0,0,1.0,0.0,0,2.0,1.0
96.0,86.0,71.0,79.0,171.0,15.0,2018.0,1434.0,48.0,2.0,0,0,0,1.0,0.0,0,2.0,5.0
96.0,84.0,74.0,76.0,241.0,12.0,2018.0,1844.0,224.0,2.0,0,0,0,1.0,0.0,0,0.0,5.0
96.0,84.0,74.0,76.0,241.0,12.0,2018.0,1844.0,255.0,2.0,0,0,0,1.0,0.0,0,0.0,5.0
91.0,81.0,58.0,68.0,172.0,10.0,2018.0,1510.0,65.0,9.0,0,0,0,1.0,0.0,0,2.0,4.0
94.0,87.0,67.0,80.0,84.0,11.0,2018.0,1814.0,196.0,4.0,0,0,0,1.0,0.0,0,0.0,5.0
91.0,87.0,90.0,77.0,112.0,6.0,2018.0,1740.0,114.0,2.0,0,0,0,0.0,0.0,0,0.0,5.0
95.0,91.0,66.0,73.0,130.0,12.0,2018.0,1577.0,186.0,2.0,0,0,0,1.0,0.0,0,0.0,5.0
96.0,91.0,92.0,75.0,132.0,14.0,2018.0,1445.0,293.0,8.0,0,0,0,0.0,0.0,0,0.0,5.0
91.0,81.0,58.0,68.0,172.0,10.0,2018.0,1510.0,87.0,9.0,0,0,0,1.0,0.0,0,2.0,4.0
91.0,81.0,58.0,68.0,172.0,10.0,2018.0,1510.0,221.0,9.0,0,0,0,1.0,0.0,0,2.0,4.0
93.0,85.0,81.0,76.0,7.0,6.0,2018.0,1682.0,51.0,1.0,0,0,0,1.0,0.0,0,0.0,5.0
92.0,79.0,65.0,75.0,67.0,10.0,2018.0,1690.0,287.0,9.0,0,0,0,1.0,0.0,0,0.0,4.0
73.0,84.0,52.0,50.0,100.0,3.0,2018.0,1095.0,155.0,12.0,0,0,0,1.0,0.0,0,0.0,3.0
89.0,86.0,72.0,81.0,233.0,11.0,2018.0,2065.0,250.0,4.0,0,0,0,2.0,0.0,0,0.0,5.0
85.0,87.0,72.0,75.0,58.0,14.0,2018.0,1312.0,123.0,8.0,0,0,0,1.0,0.0,0,0.0,5.0
97.0,87.0,71.0,76.0,242.0,11.0,2018.0,1680.0,268.0,10.0,0,0,0,0.0,0.0,0,0.0,5.0
93.0,86.0,71.0,71.0,155.0,14.0,2018.0,1545.0,15.0,8.0,0,0,0,1.0,0.0,0,2.0,5.0
72.0,56.0,70.84862385321101,25.0,2.0,14.0,2017.0,1355.0,136.0,8.0,0,0,0,1.0,0.0,0,0.0,3.0
86.0,85.0,70.84862385321101,59.0,21.0,12.0,2017.0,1900.0,49.0,1.0,0,0,0,0.0,0.0,0,2.0,5.0
71.0,66.0,70.84862385321101,37.0,44.0,11.0,2017.0,1303.0,105.0,10.0,0,0,0,1.0,0.0,0,2.0,3.0
69.0,37.0,70.84862385321101,29.0,39.0,3.0,2017.0,1084.0,98.0,12.0,0,0,0,1.0,0.0,0,2.0,3.0
51.0,43.0,70.84862385321101,0.0,51.0,14.0,2017.0,1030.0,209.0,8.0,0,0,0,1.0,2.0,1,3.0,0.0
76.0,60.0,70.84862385321101,29.0,59.0,10.0,2017.0,1606.0,27.0,9.0,0,0,0,1.0,0.0,0,0.0,3.0
76.0,60.0,70.84862385321101,29.0,59.0,10.0,2017.0,1606.0,27.0,9.0,0,0,0,1.0,0.0,0,0.0,3.0
87.0,85.0,70.84862385321101,60.0,83.0,11.0,2017.0,1365.0,158.0,10.0,0,0,0,1.0,0.0,0,0.0,5.0
93.0,85.0,70.84862385321101,72.0,94.0,11.0,2017.0,1874.0,120.0,10.0,0,0,0,1.0,0.0,0,0.0,5.0
93.0,81.0,70.84862385321101,82.0,109.0,13.0,2017.0,1806.0,235.0,1.0,0,0,0,0.0,0.0,0,0.0,5.0
85.0,84.0,70.84862385321101,25.0,106.0,14.0,2017.0,1070.0,236.0,8.0,0,0,0,1.0,0.0,0,0.0,3.0
93.0,84.0,70.84862385321101,59.0,106.0,14.0,2017.0,1070.0,237.0,8.0,0,0,0,1.0,0.0,0,0.0,5.0
71.0,51.0,70.84862385321101,29.0,122.0,11.0,2017.0,1204.0,276.0,8.0,0,0,0,1.0,0.0,0,0.0,3.0
61.0,60.0,70.84862385321101,25.0,161.0,14.0,2017.0,920.0,162.0,12.0,0,0,0,1.0,0.0,0,2.0,3.0
74.0,63.0,70.84862385321101,25.0,209.0,14.0,2017.0,910.0,11.0,12.0,0,0,0,1.0,0.0,0,0.0,3.0
82.0,63.0,70.84862385321101,57.0,209.0,14.0,2017.0,910.0,12.0,12.0,0,0,0,1.0,0.0,0,0.0,4.0
83.0,80.0,70.84862385321101,57.0,218.0,14.0,2017.0,1155.0,0.0,12.0,0,0,0,0.0,0.0,0,0.0,5.0
93.0,84.0,70.84862385321101,58.0,23.0,11.0,2017.0,1825.0,267.0,10.0,0,0,0,0.0,0.0,0,2.0,5.0
74.0,78.0,70.84862385321101,25.0,36.0,3.0,2017.0,1483.0,281.0,8.0,0,0,0,1.0,0.0,0,2.0,3.0
91.0,87.0,70.84862385321101,76.0,41.0,11.0,2017.0,1420.0,99.0,10.0,0,0,0,1.0,0.0,0,2.0,5.0
92.0,75.0,70.84862385321101,88.0,74.0,14.0,2017.0,1292.0,82.0,8.0,0,0,0,1.0,0.0,0,2.0,5.0
86.0,87.0,70.84862385321101,72.0,93.0,11.0,2017.0,1867.0,107.0,10.0,0,0,0,1.0,0.0,0,0.0,5.0
90.0,87.0,70.84862385321101,77.0,143.0,5.0,2017.0,2252.0,264.0,6.0,0,0,0,0.0,0.0,0,0.0,5.0
95.0,80.0,70.84862385321101,62.0,174.0,11.0,2017.0,2169.0,79.0,4.0,0,0,0,0.0,0.0,0,2.0,5.0
94.0,89.0,70.84862385321101,68.0,199.0,14.0,2017.0,1462.0,153.0,8.0,0,0,0,0.0,0.0,0,0.0,5.0
94.0,89.0,70.84862385321101,68.0,202.0,14.0,2017.0,1462.0,271.0,8.0,0,0,0,0.0,0.0,0,0.0,5.0
85.0,82.0,70.84862385321101,60.0,33.0,10.0,2017.0,1126.0,67.0,9.0,0,0,0,1.0,0.0,0,2.0,5.0
97.0,78.0,70.84862385321101,71.0,148.0,11.0,2017.0,1425.0,117.0,10.0,0,0,0,0.0,0.0,0,2.0,5.0
85.0,84.0,70.84862385321101,57.0,163.0,11.0,2017.0,1163.0,93.0,9.0,0,0,0,1.0,0.0,0,0.0,5.0
95.0,80.0,70.84862385321101,60.0,188.0,14.0,2017.0,1112.0,57.0,10.0,0,0,0,1.0,0.0,0,0.0,5.0
93.0,79.0,70.84862385321101,58.0,195.0,11.0,2017.0,1365.0,163.0,10.0,0,0,0,0.0,0.0,0,2.0,5.0
98.0,87.0,70.84862385321101,95.0,243.0,11.0,2017.0,1873.0,269.0,4.0,0,0,0,0.0,0.0,0,0.0,5.0
96.0,85.0,70.84862385321101,59.0,228.0,14.0,2017.0,1071.0,206.0,12.0,0,0,0,1.0,0.0,0,0.0,5.0
96.0,87.0,70.84862385321101,71.0,238.0,11.0,2017.0,1250.0,242.0,10.0,0,0,0,1.0,0.0,0,0.0,5.0
93.0,85.0,70.84862385321101,72.0,180.0,11.0,2017.0,1928.0,262.0,10.0,0,0,0,1.0,0.0,0,0.0,5.0
87.0,84.0,70.84862385321101,60.0,57.0,14.0,2017.0,1150.0,122.0,12.0,0,0,0,1.0,0.0,0,0.0,5.0
90.0,83.0,70.84862385321101,59.0,96.0,11.0,2017.0,1575.0,88.0,10.0,0,0,0,1.0,0.0,0,2.0,5.0
79.0,64.0,70.84862385321101,25.0,105.0,14.0,2017.0,899.0,203.0,12.0,0,0,0,2.0,0.0,0,0.0,3.0
87.0,64.0,70.84862385321101,47.0,105.0,14.0,2017.0,899.0,204.0,12.0,0,0,0,2.0,0.0,0,0.0,4.0
85.0,84.0,70.84862385321101,25.0,106.0,14.0,2017.0,1040.0,222.0,8.0,0,0,0,1.0,0.0,0,0.0,3.0
93.0,84.0,70.84862385321101,59.0,106.0,14.0,2017.0,1040.0,223.0,8.0,0,0,0,1.0,0.0,0,0.0,5.0
95.0,80.0,70.84862385321101,59.0,128.0,11.0,2017.0,1645.0,77.0,10.0,0,0,0,1.0,0.0,0,0.0,5.0
89.0,79.0,70.84862385321101,53.0,135.0,0.0,2017.0,1745.0,289.0,2.0,0,0,0,0.0,0.0,0,0.0,5.0
82.0,73.0,70.84862385321101,72.0,159.0,14.0,2017.0,1636.0,54.0,8.0,0,0,0,1.0,0.0,0,0.0,4.0
84.0,87.0,70.84862385321101,60.0,164.0,14.0,2017.0,1412.0,140.0,10.0,0,0,0,1.0,0.0,0,2.0,5.0
90.0,79.0,70.84862385321101,75.0,185.0,11.0,2017.0,1623.0,169.0,4.0,0,0,0,1.0,0.0,0,0.0,5.0
97.0,84.0,70.84862385321101,60.0,3.0,11.0,2017.0,1745.0,234.0,4.0,0,0,0,1.0,0.0,0,0.0,5.0
72.0,32.0,70.84862385321101,61.0,63.0,2.0,2017.0,1768.0,39.0,7.0,0,0,0,0.0,0.0,0,0.0,3.0
92.0,67.0,70.84862385321101,88.0,74.0,14.0,2017.0,1292.0,83.0,8.0,0,0,0,1.0,0.0,0,2.0,4.0
88.0,84.0,70.84862385321101,68.0,88.0,14.0,2017.0,1412.0,284.0,8.0,0,0,0,2.0,0.0,0,0.0,5.0
93.0,85.0,70.84862385321101,69.0,90.0,14.0,2017.0,1460.0,5.0,2.0,0,0,0,1.0,0.0,0,0.0,5.0
95.0,77.0,70.84862385321101,60.0,192.0,14.0,2017.0,1047.0,150.0,12.0,0,0,0,1.0,0.0,0,0.0,5.0
96.0,85.0,70.84862385321101,82.0,222.0,14.0,2017.0,1625.0,58.0,1.0,0,0,0,0.0,0.0,0,0.0,5.0
90.0,80.0,70.84862385321101,51.0,125.0,10.0,2017.0,1430.0,92.0,9.0,0,0,0,1.0,0.0,0,0.0,5.0
91.0,79.0,70.84862385321101,49.0,156.0,14.0,2017.0,1072.0,188.0,12.0,0,0,0,1.0,0.0,0,2.0,4.0
91.0,79.0,70.84862385321101,72.0,156.0,14.0,2017.0,1072.0,189.0,12.0,0,0,0,1.0,0.0,0,2.0,5.0
92.0,77.0,70.84862385321101,54.0,251.0,11.0,2017.0,1653.0,168.0,4.0,0,0,0,0.0,0.0,0,2.0,5.0
83.0,75.0,70.84862385321101,25.0,205.0,14.0,2017.0,855.0,239.0,12.0,0,0,0,1.0,0.0,0,0.0,3.0
88.0,75.0,70.84862385321101,44.0,205.0,14.0,2017.0,855.0,240.0,12.0,0,0,0,1.0,0.0,0,0.0,4.0
91.0,85.0,70.84862385321101,59.0,20.0,6.0,2017.0,1560.0,45.0,1.0,0,0,0,0.0,0.0,0,0.0,5.0
75.0,46.0,70.84862385321101,25.0,54.0,10.0,2017.0,1580.0,30.0,9.0,0,0,0,1.0,0.0,0,0.0,3.0
93.0,86.0,70.84862385321101,58.0,11.0,11.0,2017.0,1805.0,213.0,4.0,0,0,0,1.0,0.0,0,0.0,5.0
88.0,83.0,70.84862385321101,58.0,32.0,14.0,2017.0,1072.0,68.0,12.0,0,0,0,1.0,0.0,0,2.0,4.0
66.0,49.0,70.84862385321101,27.0,53.0,3.0,2017.0,865.0,291.0,12.0,0,0,0,0.0,0.0,0,0.0,3.0
73.0,61.0,70.84862385321101,29.0,60.0,14.0,2017.0,1059.0,159.0,12.0,0,0,0,1.0,0.0,0,0.0,3.0
90.0,80.0,70.84862385321101,73.0,111.0,11.0,2017.0,2390.0,104.0,4.0,0,0,0,1.0,0.0,0,0.0,5.0
95.0,77.0,70.84862385321101,78.0,211.0,11.0,2017.0,1470.0,66.0,10.0,0,0,0,0.0,0.0,0,0.0,5.0
72.0,32.0,70.84862385321101,16.0,63.0,2.0,2017.0,1768.0,195.0,7.0,0,0,0,0.0,0.0,0,0.0,2.0
95.0,80.0,70.84862385321101,93.0,240.0,4.0,2017.0,1828.0,225.0,1.0,0,0,0,0.0,0.0,0,0.0,5.0
95.0,80.0,70.84862385321101,93.0,240.0,4.0,2017.0,1828.0,256.0,1.0,0,0,0,0.0,0.0,0,0.0,5.0
93.0,86.0,70.84862385321101,60.0,8.0,11.0,2016.0,1380.0,210.0,10.0,0,0,0,1.0,0.0,0,0.0,5.0
85.0,76.0,70.84862385321101,89.0,55.0,11.0,2016.0,1970.0,118.0,4.0,0,0,0,0.0,0.0,0,0.0,5.0
91.0,80.0,70.84862385321101,82.0,82.0,14.0,2016.0,1370.0,154.0,8.0,0,0,0,0.0,0.0,0,0.0,5.0
82.0,62.0,70.84862385321101,43.0,197.0,11.0,2016.0,1400.0,248.0,8.0,0,0,0,2.0,0.0,0,0.0,4.0
82.0,62.0,70.84862385321101,43.0,197.0,11.0,2016.0,1435.0,270.0,8.0,0,0,0,2.0,0.0,0,0.0,4.0
79.0,79.0,70.84862385321101,25.0,204.0,14.0,2016.0,820.0,151.0,12.0,0,0,0,1.0,0.0,0,0.0,3.0
87.0,79.0,70.84862385321101,60.0,204.0,14.0,2016.0,820.0,152.0,12.0,0,0,0,1.0,0.0,0,0.0,5.0
82.0,60.0,70.84862385321101,25.0,52.0,14.0,2016.0,1350.0,31.0,8.0,0,0,0,1.0,0.0,0,0.0,3.0
82.0,60.0,70.84862385321101,57.0,52.0,14.0,2016.0,1350.0,31.0,8.0,0,0,0,1.0,0.0,0,0.0,4.0
95.0,90.0,70.84862385321101,62.0,137.0,6.0,2016.0,1680.0,106.0,1.0,0,0,0,0.0,0.0,0,0.0,5.0
86.0,85.0,70.84862385321101,58.0,169.0,11.0,2016.0,1300.0,41.0,10.0,0,0,0,1.0,0.0,0,2.0,5.0
83.0,80.0,70.84862385321101,59.0,104.0,14.0,2016.0,1414.0,167.0,8.0,0,0,0,0.0,0.0,0,0.0,4.0
91.0,80.0,70.84862385321101,81.0,104.0,14.0,2016.0,1414.0,13.0,8.0,0,0,0,0.0,0.0,0,0.0,5.0
90.0,82.0,70.84862385321101,59.0,186.0,18.0,2016.0,1517.0,229.0,9.0,0,0,0,1.0,0.0,0,0.0,5.0
92.0,83.0,70.84862385321101,68.0,200.0,12.0,2016.0,1574.0,238.0,8.0,0,0,0,0.0,0.0,0,0.0,5.0
85.0,82.0,70.84862385321101,25.0,214.0,23.0,2016.0,2050.0,4.0,6.0,0,0,0,0.0,0.0,0,2.0,3.0
93.0,82.0,70.84862385321101,63.0,214.0,23.0,2016.0,2050.0,10.0,6.0,0,0,0,0.0,0.0,0,2.0,5.0
98.0,81.0,70.84862385321101,60.0,1.0,6.0,2016.0,1449.0,29.0,2.0,0,0,0,1.0,0.0,0,0.0,5.0
93.0,84.0,70.84862385321101,60.0,190.0,11.0,2016.0,1300.0,60.0,11.0,0,0,0,0.0,0.0,0,0.0,5.0
96.0,84.0,70.84862385321101,68.0,232.0,28.0,2016.0,1531.0,247.0,10.0,0,0,0,0.0,0.0,0,2.0,5.0
80.0,73.0,70.84862385321101,25.0,203.0,29.0,2016.0,890.0,64.0,12.0,0,0,0,1.0,0.0,0,2.0,3.0
85.0,73.0,70.84862385321101,43.0,203.0,14.0,2016.0,890.0,64.0,12.0,0,0,0,1.0,0.0,0,2.0,4.0
92.0,82.0,70.84862385321101,85.0,176.0,29.0,2016.0,1387.0,207.0,2.0,0,0,0,0.0,0.0,0,0.0,5.0
