,Rate,Adult Occupant,Child Occupant,Vulnerable Road Users,Safety Assist,Tested Model,Body Type,Year Of Publication,Kerb Weight,VIN From Which Rating Applies,Class,Front Airbag-Driver,Belt Pretensioner-Driver,Belt Loadlimiter-Driver,Knee Airbag-Driver,Side Head Airbag-Driver,Side Chest Airbag-Driver,Side Pelvis Airbag-Driver,Centre Airbag-Driver,Isofix/i-Size-Driver,Integrated Child Seat-Driver,Airbag cut-off switch-Driver,Seatbelt Reminder-Driver,Front Airbag-Passenger,Belt Pretensioner-Passenger,Belt Loadlimiter-Passenger,Knee Airbag-Passenger,Side Head Airbag-Passenger,Side Chest Airbag-Passenger,Side Pelvis Airbag-Passenger,Centre Airbag-Passenger,Isofix/i-Size-Passenger,Integrated Child Seat-Passenger,Airbag cut-off switch-Passenger,Seatbelt Reminder-Passenger,Front Airbag-Rear,Belt Pretensioner-Rear,Belt Loadlimiter-Rear,Knee Airbag-Rear,Side Head Airbag-Rear,Side Chest Airbag-Rear,Side Pelvis Airbag-Rear,Centre Airbag-Rear,Isofix/i-Size-Rear,Integrated Child Seat-Rear,Airbag cut-off switch-Rear,Seatbelt Reminder-Rear,Active Bonnet,AEB Vulnerable Road Users,AEB Pedestrian - Reverse,AEB Car-to-Car,Speed Assistance,Lane Assist System
146,5,92%,86%,82%,73%,"Ford Kuga 2.0 diesel 4x4 automatic, LHD",- 5 door SUV,2019,1769kg,- all Kugas,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
147,5,96%,87%,70%,73%,"Ford Mondeo 2.0 diesel 'Titanium' Estate, LHD",- 5 door estate,2019,1852kg,- WF0FXXWPCHKJ37018,Large Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
148,3,82%,84%,55%,58%,"Jeep Renegade 1.0 'LIMITED', LHD",- 5 DOOR SUV,2019,1484kg,- all Renegades,Small Off-Road 4x4,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
149,4,91%,84%,62%,68%,"Peugeot 2008 Allure 1.2 Puretech 130, LHD",- 5 door SUV,2019,1216kg,- all 2008s,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Fitted,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
150,5,93%,84%,73%,73%,"Peugeot 2008 Allure 1.2 Puretech 130, LHD with optional safety pack",- 5 door SUV,2019,1216kg,- all 2008s with optional safety pack,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Fitted,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
151,5,85%,83%,70%,73%,"Porsche Taycan 4S Performance Battery, LHD",- 4 door saloon,2019,2162kg,- all Taycans,Executive,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Fitted,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Fitted_Standard,nan,nan,nan,Fitted_Standard,Fitted_Standard
152,5,96%,83%,75%,74%,"Renault Captur 1.0 TCe, LHD",- 5 door hatchback,2019,1243kg,- all Capturs,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
153,4,89%,78%,59%,62%,"VW Sharan 1.4 'Comfortline', LHD",- 5 door MPV,2019,1709kg,- all Sharans,Large MPV,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Not_Fitted,Fitted_Standard,Not_Available,Fitted_Standard,Not_Fitted,Not_Available,nan,Fitted_Standard,Not_Fitted,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
154,5,97%,91%,80%,78%,Subaru Forester 2.0i-L EyeSight,- 5 door SUV,2019,1678kg,- all Foresters,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
155,5,98%,81%,72%,94%,"Tesla Model X Long Range, LHD",- 5 door SUV,2019,2460kg,- 5YJXCCE44LF226616,Large Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Fitted_Standard,nan,nan,nan,Fitted_Standard,Fitted_Standard
156,4,89%,78%,59%,62%,"VW Sharan 1.4 'Comfortline', LHD",- 5 door MPV,2019,1709kg,- all Sharans,Large MPV,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Not_Fitted,Fitted_Standard,Not_Available,Fitted_Standard,Not_Fitted,Not_Available,nan,Fitted_Standard,Not_Fitted,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
157,5,92%,88%,73%,79%,"Škoda Octavia Combi 1.5 TSI ""Ambition"", LHD",- 5 door estate,2019,1313kg,- all Octavias including PHEV,Large Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Fitted,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Applicable,Fitted_Standard,Fitted_Standard,Not_Applicable,Fitted_Standard,Not_Fitted,Not_Fitted,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
158,5,87%,86%,61%,76%,"Ford Explorer Plug-in Hybrid, LHD",- 5 door SUV,2019,2518kg,- all Ford Explorers,Large Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
159,5,99%,86%,80%,77%,"MAZDA CX-30 2.0 petrol, LHD",- 5 door SUV,2019,1420kg,- all CX-30s,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
160,5,92%,88%,78%,74%,"Mercedes-Benz GLB 200 - AMG-Line, LHD",- 5 door SUV,2019,1555kg,- W1N2476131W015023,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Fitted,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Fitted_Standard,nan,nan,nan,Fitted_Standard,Fitted_Standard
161,4,84%,86%,66%,69%,"Opel Corsa 1.2 'Edition', LHD",- 5 door hatchback,2019,1055kg,- all Corsas,Supermini,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Fitted,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
162,5,83%,87%,76%,72%,"BMW 118i, LHD",- 5 door hatchback,2019,1480kg,- all 1 series,Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Fitted,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Fitted_Standard,nan,nan,nan,Fitted_Standard,Fitted_Standard
163,5,97%,87%,87%,76%,"BMW 320d, LHD",- 4 door saloon,2019,1530kg,- see 'Rating Validity',Large Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Applicable,Fitted_Standard,Fitted_Standard,Not_Applicable,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Fitted_Standard,nan,nan,nan,Fitted_Standard,Fitted_Standard
164,4,80%,78%,56%,69%,"Jeep Cherokee 2.2 diesel ESS 'Limited', LHD",- 5 door SUV,2019,1906kg,- all 2.2 diesel Jeep Cherokees,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Not_Available,Fitted_Standard,Not_Applicable,Fitted_Standard,Fitted_Standard,Not_Applicable,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
165,4,91%,86%,56%,71%,"Peugeot 208 1.2L Puretech 75, LHD",- 5 door hatchback,2019,1053kg,- all 208s,Supermini,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Fitted,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
166,5,95%,85%,73%,80%,Audi A1 sportback,- 5 door hatchback,2019,1105kg,- all A1s,Supermini,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Applicable,Fitted_Standard,Fitted_Standard,Not_Applicable,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
167,5,97%,87%,91%,76%,"BMW Z4 sDrive 30i, LHD",- Roadster sports,2019,1495kg,- all Z4s,Roadster sports,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Applicable,Not_Applicable,Not_Applicable,Not_Applicable,Not_Applicable,Not_Applicable,Not_Applicable,nan,Not_Applicable,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,nan,nan,nan,Fitted_Standard,Fitted_Standard
168,5,96%,87%,72%,75%,"Ford Focus 1.0 'Trend', LHD",- 5 door hatchback,2019,1312kg,- WF0MXXGCHMKT13569,Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
169,5,96%,91%,91%,75%,"Mercedes-Benz CLA 180, AMG Line, LHD",- 4 door saloon,2019,1395kg,- all CLAs,Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Fitted,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Fitted_Standard,nan,nan,nan,Fitted_Standard,Fitted_Standard
170,5,96%,90%,75%,75%,Mercedes-EQ EQC 400 4MATIC - AMG Line,- 5 door SUV,2019,2495kg,- all EQCs,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Fitted,Not_Fitted,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
171,5,88%,85%,68%,74%,"SsangYong Korando 1.6 diesel, LHD",- 5 door SUV,2019,1728kg,- all Korandos including e-Motion,Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Fitted,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
172,5,96%,85%,80%,76%,"Škoda Kamiq 1.0 petrol 'Ambition', LHD",- 5 door hatchback,2019,1156kg,- all Kamiqs,Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Fitted,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Fitted,Not_Available,Fitted_Standard,Fitted_Standard,Not_Applicable,Fitted_Standard,Fitted_Standard,Not_Applicable,Fitted_Standard,Not_Fitted,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
173,4,87%,86%,54%,63%,"DS 3 Crossback, 1.2 Puretech 100, LHD",- 5 door SUV,2019,1199kg,"- all DS 3 Crossbacks, including E-TENSE variant",Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
174,5,96%,86%,64%,76%,"DS 3 Crossback, 1.2 Puretech 100, LHD",- 5 door SUV,2019,1199kg,"- all DS 3 Crossbacks with optional safety pack, including E-TENSE variant",Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
175,4,88%,85%,52%,68%,"Kia Ceed 1.4T-GDI 'EX', LHD",- 5 door hatchback,2019,1240kg,- all Kia Ceeds,Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
176,5,88%,85%,68%,73%,"Kia Ceed 1.4T-GDI 'EX', LHD",- 5 door hatchback,2019,1240kg,- all Kia Ceeds with optional safety pack,Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
177,5,96%,90%,78%,75%,"Mercedes-Benz B 180 - Progressive Line, LHD",- 5 door MPV,2019,1405kg,- WDD2470122J053058,Small MPV,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Fitted,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
178,5,91%,90%,78%,78%,"Mercedes-Benz GLE 350d 4MATIC - AMG Line, LHD",- 5 door SUV,2019,2235kg,- WDC1671211A067398,Large Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Fitted,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
179,5,96%,86%,74%,94%,"Tesla Model 3 Long Range RWD, LHD",- 4 door saloon,2019,1760kg,- all Model 3,Large Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
