,Unnamed: 0,Rate,Adult Occupant,Child Occupant,Vulnerable Road Users,Safety Assist,Tested Model,Body Type,Year Of Publication,Kerb Weight,VIN From Which Rating Applies,Class,Front Airbag-Driver,Belt Pretensioner-Driver,Belt Loadlimiter-Driver,Knee Airbag-Driver,Side Head Airbag-Driver,Side Chest Airbag-Driver,Side Pelvis Airbag-Driver,Centre Airbag-Driver,Isofix/i-Size-Driver,Integrated Child Seat-Driver,Airbag cut-off switch-Driver,Seatbelt Reminder-Driver,Front Airbag-Passenger,Belt Pretensioner-Passenger,Belt Loadlimiter-Passenger,Knee Airbag-Passenger,Side Head Airbag-Passenger,Side Chest Airbag-Passenger,Side Pelvis Airbag-Passenger,Centre Airbag-Passenger,Isofix/i-Size-Passenger,Integrated Child Seat-Passenger,Airbag cut-off switch-Passenger,Seatbelt Reminder-Passenger,Front Airbag-Rear,Belt Pretensioner-Rear,Belt Loadlimiter-Rear,Knee Airbag-Rear,Side Head Airbag-Rear,Side Chest Airbag-Rear,Side Pelvis Airbag-Rear,Centre Airbag-Rear,Isofix/i-Size-Rear,Integrated Child Seat-Rear,Airbag cut-off switch-Rear,Seatbelt Reminder-Rear,Active Bonnet,AEB Vulnerable Road Users,AEB Pedestrian - Reverse,AEB Car-to-Car,Speed Assistance,Lane Assist System
293,294,0,79,79,70.84862385321101,25,204,14,2016,820,151,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,3,3
294,295,1,87,79,70.84862385321101,60,204,14,2016,820,152,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,3,0
295,296,0,82,60,70.84862385321101,25,52,14,2016,1350,31,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,2,0,1,0,2,2,0,0,3,0,0,1,0,1,0,3,2
296,297,0,82,60,70.84862385321101,57,52,14,2016,1350,31,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,2,0,1,0,2,2,0,0,3,0,0,1,0,1,0,0,2
297,298,1,95,90,70.84862385321101,62,137,6,2016,1680,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,3,1,0,0,3,0,0,0,0,1,0,1,3
298,299,1,86,85,70.84862385321101,58,169,11,2016,1300,41,10,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,3,2,0,0,3,0,0,1,0,1,0,1,1
299,300,0,83,80,70.84862385321101,59,104,14,2016,1414,167,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,1,1
300,301,1,91,80,70.84862385321101,81,104,14,2016,1414,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,1,1
301,302,1,90,82,70.84862385321101,59,186,18,2016,1517,229,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,1,3
302,303,1,92,83,70.84862385321101,68,200,12,2016,1574,238,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,2,1
303,304,0,85,82,70.84862385321101,25,214,23,2016,2050,4,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,3,3
304,305,1,93,82,70.84862385321101,63,214,23,2016,2050,10,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,0,0
305,306,1,98,81,70.84862385321101,60,1,6,2016,1449,29,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,1,1
306,307,1,93,84,70.84862385321101,60,190,11,2016,1300,60,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,1,3
307,308,1,96,84,70.84862385321101,68,232,28,2016,1531,247,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,1,0,3,1
308,309,0,80,73,70.84862385321101,25,203,29,2016,890,64,12,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,3,2
309,310,0,85,73,70.84862385321101,43,203,14,2016,890,64,12,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,3,2
310,311,1,92,82,70.84862385321101,85,176,29,2016,1387,207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
